Article,Area,BU - Positions,Fees 01/26,Fees 02/26,Fees 03/26,Fees 04/26,Fees 05/26,Fees 06/26,Fees 07/26,Fees 08/26,Fees 09/26,Fees 10/26,Fees 11/26,Fees 12/25,Fees 12/26,Market,Nb pos.,Site,Sold pos. 02/26,Tags,Topic,Traffic 30 days (18/09),Traffic 30 days (19/02),Traffic July,URL
Casas de Apostas com Cash Out,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-162258225041819c8deed1d9dfc3e12b?pvs=21), 2 (https://www.notion.so/2-16225822504181f9b145e50590bf35e3?pvs=21), 3 (https://www.notion.so/3-16225822504181d98916d65665ac5ff3?pvs=21), 4 (https://www.notion.so/4-16225822504181db8c0de627fbb1f1c2?pvs=21), 5 (https://www.notion.so/5-16225822504181eeb069fc7514188257?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),5,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,Payment,Sports betting,106,,75,https://observador.pt/prognosticos/casas-de-apostas-com-cash-out/
Casas de Apostas com Live Stream,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-162258225041817b92a5dcf3780ff5b1?pvs=21), 2 (https://www.notion.so/2-162258225041815380a7e7fa8222a6c6?pvs=21), 3 (https://www.notion.so/3-162258225041812cbde4f284dd701348?pvs=21), 4 (https://www.notion.so/4-162258225041816bb88ee1c81a2fabb5?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),4,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,,Sports betting,58,,25,https://observador.pt/prognosticos/casas-de-apostas-com-live-stream/
Casas de apostas levantamento imediato,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-16225822504181b9ab01d430faa0d2e5?pvs=21), 2 (https://www.notion.so/2-16225822504181fd87a6f1511af1fa3d?pvs=21), 3 (https://www.notion.so/3-16225822504181d68fecd17487d4143f?pvs=21), 4 (https://www.notion.so/4-162258225041813a94f2fe7e9ba6f6c4?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),4,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,Payment,Sports betting,107,,119,https://observador.pt/prognosticos/casas-de-apostas-com-levantamentos-imediatos/
Casinos Online,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-16225822504181dd95e2c69dd3de9c95?pvs=21), 2 (https://www.notion.so/2-16225822504181f29e14f1c3305af6b2?pvs=21), 3 (https://www.notion.so/3-1622582250418185a76ac4b26888b9a2?pvs=21), 4 (https://www.notion.so/4-162258225041816b95affd13871f90c3?pvs=21), 5 (https://www.notion.so/5-16225822504181eba6fcced21984b115?pvs=21), 6 (https://www.notion.so/6-16225822504181b48d99fabe80adae7b?pvs=21), 7 (https://www.notion.so/7-162258225041810e8641d23bc601b5e1?pvs=21), 8 (https://www.notion.so/8-1622582250418116b968e0f9d59149c9?pvs=21), 9 (https://www.notion.so/9-16225822504181d684b3ca5b3fe268c0?pvs=21), 10 (https://www.notion.so/10-1622582250418160af1bd198306c0090?pvs=21), 11 (https://www.notion.so/11-1622582250418013afdad2ccfc840a24?pvs=21), 12 (https://www.notion.so/12-16225822504180b6bf6cc71ba59b5656?pvs=21), 13 (https://www.notion.so/13-16225822504180989e9fe0f92ff05a97?pvs=21), 14 (https://www.notion.so/14-19e25822504180b88d12ccd62ad4ce21?pvs=21), Banner (https://www.notion.so/Banner-1c825822504180999f71f294f7dece67?pvs=21), 5 (https://www.notion.so/5-28125822504180f9a14bc4087f405e2b?pvs=21)",9800,9800,8800,2000,2000,0,0,0,0,0,0,11000,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),16,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),6,,Casino,"6,833",,"6,359",https://observador.pt/prognosticos/melhores-casinos-online/
Sites de Apostas Desportivas,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-162258225041810c8909e5c263fa4ab7?pvs=21), 2 (https://www.notion.so/2-162258225041811db224ef243faf73ba?pvs=21), 3 (https://www.notion.so/3-1622582250418110ae97c162716c114c?pvs=21), 4 (https://www.notion.so/4-1622582250418105b876cf3f2ed17c29?pvs=21), 5 (https://www.notion.so/5-16225822504181208c1cc8aaa1c49187?pvs=21), 6 (https://www.notion.so/6-1622582250418197ab6bc73bdcc76eae?pvs=21), 7 (https://www.notion.so/7-162258225041815b866ff9fe344747a6?pvs=21), 8 (https://www.notion.so/8-162258225041819db779f15edd33e798?pvs=21), 9 (https://www.notion.so/9-1622582250418173b6cafd1c3cf1f366?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),9,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,,Sports betting,25,,40,https://observador.pt/prognosticos/melhores-sites-de-apostas/
Slots Online,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-16225822504181f89a78df16ffdc4b86?pvs=21), 2 (https://www.notion.so/2-16225822504181f2b9eac8f327e8a221?pvs=21), 3 (https://www.notion.so/3-162258225041818796e5cbf980886aa1?pvs=21), 4 (https://www.notion.so/4-1622582250418196b5a0eaae1528a4cd?pvs=21), 5 (https://www.notion.so/5-16225822504181e2aff1fd2e130c1441?pvs=21), 6 (https://www.notion.so/6-1a425822504180e093dec5b3636a22d8?pvs=21), 7 (https://www.notion.so/7-1a42582250418000bc1dcfbc7c2ecb6c?pvs=21), 8 (https://www.notion.so/8-1a4258225041805eb9f4e9993c32d50f?pvs=21), 9 (https://www.notion.so/9-1a425822504180e7ac5cdb81e87b2df3?pvs=21), 10 (https://www.notion.so/10-1a425822504180d290d8c443de9718d4?pvs=21), 11 (https://www.notion.so/11-1a4258225041805da429d0b653ad6fba?pvs=21), 12 (https://www.notion.so/12-1a425822504180c5821fd2bbd1573634?pvs=21), Banner (https://www.notion.so/Banner-1c825822504180f5b445fef153a8ab49?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),13,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,,Casino,604,,753,https://observador.pt/prognosticos/melhores-slots-online/
Palpites matches,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-16225822504181378092dbc4d802dd1c?pvs=21), 2 (https://www.notion.so/2-162258225041810dad11fa78c744795d?pvs=21), 3 (https://www.notion.so/3-1622582250418199aad2f91e3c7511b5?pvs=21)",6700,2000,2000,0,0,0,0,0,0,0,0,6700,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),3,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),2,Tips,Sports betting,30,,24,https://observador.pt/prognosticos/
Sites de Poker Online,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-162258225041817e977cc73a7878c389?pvs=21), 2 (https://www.notion.so/2-1622582250418140b001d37dad15ab16?pvs=21), 3 (https://www.notion.so/3-162258225041812da94ef9b933d1a589?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),3,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),1,,Poker,259,,99,https://observador.pt/prognosticos/sites-de-poker-online/
Apps de Apostas,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-1622582250418190b00ef7c47e9eef92?pvs=21), 2 (https://www.notion.so/2-16225822504181f2bffbd53789e61c9b?pvs=21), 3 (https://www.notion.so/3-1622582250418172befaeb2a7da94c81?pvs=21), 4 (https://www.notion.so/4-16225822504181e2a591e4125a5e7472?pvs=21), 5 (https://www.notion.so/5-16225822504181c397def326cd632334?pvs=21), 6 (https://www.notion.so/6-16225822504181df859dcb5ebd6db8c1?pvs=21), 7 (https://www.notion.so/7-16225822504181db80a8e79e8d8d6485?pvs=21), 8 (https://www.notion.so/8-16225822504181b9b1e8ca015f54e17f?pvs=21), 9 (https://www.notion.so/9-1622582250418142872afa85898ea50f?pvs=21), 10 (https://www.notion.so/10-1622582250418147b202fc92a6818bcd?pvs=21)",3250,3250,3250,0,0,0,0,0,0,0,0,3250,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),2,Apps,Sports betting,363,221,686,https://placar.com.br/apostas/apps/
Casas de Apostas,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504181f78738fefdc6c67678?pvs=21), 2 (https://www.notion.so/2-1622582250418149ad61d2c7c8505cb6?pvs=21), 3 (https://www.notion.so/3-16225822504181c6809fd1992d8acec1?pvs=21), 4 (https://www.notion.so/4-1622582250418167ab0fea4244131fb2?pvs=21), 5 (https://www.notion.so/5-16225822504181d08ca2d8b121ed7aa6?pvs=21), 6 (https://www.notion.so/6-1622582250418178b983d5265b020c70?pvs=21), 7 (https://www.notion.so/7-1622582250418119937dd09012e08080?pvs=21), 8 (https://www.notion.so/8-16225822504181b69ccdece6c25cfe28?pvs=21), 12 (https://www.notion.so/12-16225822504181f58935f39344c2dacc?pvs=21), 11 (https://www.notion.so/11-16225822504181a6bdd3fa19cf7d5b5a?pvs=21), 9 (https://www.notion.so/9-162258225041800e9f3cd743420902e4?pvs=21), 10 (https://www.notion.so/10-162258225041804aa79feb8095ec9600?pvs=21), 13 (https://www.notion.so/13-16225822504180248738d9df8287dd30?pvs=21), 14 (https://www.notion.so/14-16225822504180f78afbc90f1cec45d6?pvs=21), 15 (https://www.notion.so/15-162258225041807286c6c9c690286c0a?pvs=21), 16 (https://www.notion.so/16-162258225041801699f0c4dabeec008f?pvs=21), 17 (https://www.notion.so/17-1622582250418077bd97c21fac151585?pvs=21), 18 (https://www.notion.so/18-16225822504180208f26ca4cdb569148?pvs=21), 19 (https://www.notion.so/19-162258225041802e86a9fdf68959b361?pvs=21), 20 (https://www.notion.so/20-16225822504180fab80fdeea0df137a8?pvs=21)",3700,4300,4300,0,0,0,0,0,0,0,0,4400,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),20,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),3,,Sports betting,624,"2,786",917,https://placar.com.br/apostas/casas/
Casas de Apostas com Cash Out,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504181e0b966c4cc0303cff9?pvs=21), 2 (https://www.notion.so/2-16225822504181328bdce398d3905199?pvs=21), 3 (https://www.notion.so/3-162258225041810ba309dfcac3208104?pvs=21), 4 (https://www.notion.so/4-16225822504181e09280d0bf88096c64?pvs=21), 5 (https://www.notion.so/5-162258225041811e986ce6fc15d69bda?pvs=21), 6 (https://www.notion.so/6-162258225041815ea815fc1b9fb17ac5?pvs=21), 7 (https://www.notion.so/7-16225822504181fabdabef4d4324a241?pvs=21), 8 (https://www.notion.so/8-162258225041811abdbbe7bbaec9cf77?pvs=21), 9 (https://www.notion.so/9-16225822504181ef8c36f0b863b69917?pvs=21), 10 (https://www.notion.so/10-16225822504181eba3c5e9ccbdff4828?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Payment,Sports betting,93,36,411,https://placar.com.br/apostas/casas/cash-out/
Casas de apostas com depósito mínimo de 1 real,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-162258225041803daec6d95a756790e1?pvs=21), 2 (https://www.notion.so/2-1622582250418078b051c187a31256f4?pvs=21), 3 (https://www.notion.so/3-1622582250418036b2c9c95a7db3b364?pvs=21), 4 (https://www.notion.so/4-16225822504180d684f0e174d884c630?pvs=21), 5 (https://www.notion.so/5-16225822504180deb6baefed45c0c3d6?pvs=21), 6 (https://www.notion.so/6-16225822504180abb85ed215718e775f?pvs=21), 7 (https://www.notion.so/7-1622582250418032ac1dde7daaaabfe3?pvs=21), 8 (https://www.notion.so/8-162258225041807da9dcf1a4bf7514bc?pvs=21), 9 (https://www.notion.so/9-162258225041806db029ee267fe91d54?pvs=21)",100,100,100,0,0,0,0,0,0,0,0,100,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),9,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),1,Payment,Sports betting,685,3,"7,238",https://placar.com.br/apostas/casas/1-real/
Casas de apostas com depósito mínimo de 5 reais,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"2 (https://www.notion.so/2-16225822504181529bd7edff24c69022?pvs=21), 3 (https://www.notion.so/3-1622582250418158b4f9fceb5490f646?pvs=21), 4 (https://www.notion.so/4-16225822504181d4838acee51350416f?pvs=21), 5 (https://www.notion.so/5-16225822504181f8acd2cbf64a15d39f?pvs=21), 6 (https://www.notion.so/6-16225822504181dd8c61ded8a3d8e023?pvs=21), 7 (https://www.notion.so/7-16225822504181498949eedae58217dd?pvs=21), 8 (https://www.notion.so/8-162258225041818b9580d3730147bce6?pvs=21), 9 (https://www.notion.so/9-16225822504181ae8d1dc817b3cf380e?pvs=21), 10 (https://www.notion.so/10-16225822504181abae85c3c62c7eb41b?pvs=21), 1 (https://www.notion.so/1-16225822504181249c5adc9dbda4c314?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Payment,Sports betting,10,0,108,https://placar.com.br/apostas/casas/5-reais/
"Casas de apostas legalizadas no Brasil ",https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-1622582250418037a41bfa2da9f90206?pvs=21), 2 (https://www.notion.so/2-162258225041800988acc25668ccbe58?pvs=21), 3 (https://www.notion.so/3-1622582250418073936dd5e4cea668cf?pvs=21), 4 (https://www.notion.so/4-16225822504180b8aa90f398dce01fb8?pvs=21), 5 (https://www.notion.so/5-16225822504180ad956afdfecae9d17e?pvs=21), 6 (https://www.notion.so/6-1622582250418041ad7fddabc04c847d?pvs=21), 7 (https://www.notion.so/7-1622582250418084b3a3c9580f90486f?pvs=21), 8 (https://www.notion.so/8-16225822504180b08e79efe09df39572?pvs=21), 9 (https://www.notion.so/9-16225822504180fcb5ece39741bd7b5c?pvs=21), 10 (https://www.notion.so/10-16225822504180c58433e2e47df4b0a7?pvs=21), 11 (https://www.notion.so/11-1a4258225041806d8deccf017c0e5fb5?pvs=21), 12 (https://www.notion.so/12-1a425822504180dd80c7f4f02649f4bd?pvs=21), 13 (https://www.notion.so/13-1a4258225041805e9af3c73cf9e1efa9?pvs=21), 14 (https://www.notion.so/14-1a425822504180a79d4fc42f7449a63b?pvs=21)",1550,1550,1300,0,0,0,0,0,0,0,0,1800,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),14,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),3,Legal,Sports betting,207,66,"3,188",https://placar.com.br/apostas/casas/legais/
Casas de apostas que aceitam Pix,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-1622582250418165ac3eecd005c8c701?pvs=21), 2 (https://www.notion.so/2-162258225041813aa9fce7553bc92247?pvs=21), 3 (https://www.notion.so/3-162258225041810fbeaafd27a6bb00b4?pvs=21), 4 (https://www.notion.so/4-16225822504181cf816ee75586be1d64?pvs=21), 5 (https://www.notion.so/5-16225822504181fb9e74d6b1ea7e6118?pvs=21), 6 (https://www.notion.so/6-1622582250418103baefccda6284949e?pvs=21), 7 (https://www.notion.so/7-162258225041817dbd7aeaf66cf695eb?pvs=21), 8 (https://www.notion.so/8-162258225041814bb257df5187ec9704?pvs=21), 9 (https://www.notion.so/9-16225822504181d98107dcc4d2015db6?pvs=21), 10 (https://www.notion.so/10-162258225041814ea9a4e136dfd5b7f0?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Payment,Sports betting,30,7,131,https://placar.com.br/apostas/casas/pix/
"Cassinos legais no Brasil ",https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504181078146c57a3476a883?pvs=21), 2 (https://www.notion.so/2-1622582250418163b5c2c65e9d8d51f8?pvs=21), 3 (https://www.notion.so/3-16225822504181a68885ca2321463f18?pvs=21), 4 (https://www.notion.so/4-16225822504181f0a2e2cb6629631692?pvs=21), 5 (https://www.notion.so/5-162258225041814aacaed5b37e50dd9b?pvs=21), 6 (https://www.notion.so/6-162258225041818784a4e876c82770f0?pvs=21), 7 (https://www.notion.so/7-1622582250418193a326fcb7fd1d6f81?pvs=21), 8 (https://www.notion.so/8-1622582250418185b350fc957363af5e?pvs=21), 9 (https://www.notion.so/9-16225822504181d99d2af45f19486eae?pvs=21), 10 (https://www.notion.so/10-16225822504181a18588c3d9ee589411?pvs=21)",2000,2000,2000,0,0,0,0,0,0,0,0,2000,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),1,Legal,Casino,71,112,856,https://placar.com.br/apostas/cassinos-online/legais/
Cassinos Online,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504180b28233c3afd5bbfe3f?pvs=21), 2 (https://www.notion.so/2-16225822504180bc8489f2085693af9d?pvs=21), 3 (https://www.notion.so/3-162258225041809a9187c1688c6525e8?pvs=21), 4 (https://www.notion.so/4-162258225041806da8d1d21ea94de733?pvs=21), 5 (https://www.notion.so/5-1622582250418059ba8cef23932c0c67?pvs=21), 6 (https://www.notion.so/6-162258225041807d821fcf08bdde3ae8?pvs=21), 7 (https://www.notion.so/7-162258225041806fb7b0c464c49f049c?pvs=21), 8 (https://www.notion.so/8-1622582250418015bf4ee18da7ebacbb?pvs=21), 9 (https://www.notion.so/9-16225822504180398f9ee0920419cd64?pvs=21), 10 (https://www.notion.so/10-16225822504180de97c1f60ee832cd22?pvs=21)",3450,4050,2550,0,0,0,0,0,0,0,0,5250,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),5,,Casino,"1,235",542,"2,028",https://placar.com.br/apostas/cassinos-online/
Jogos de Cassino Online,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-1622582250418068bb56c4090542984c?pvs=21), 2 (https://www.notion.so/2-162258225041808088b7daef6ef8d58b?pvs=21), 3 (https://www.notion.so/3-16225822504180e6834bc273827b559d?pvs=21), 4 (https://www.notion.so/4-1622582250418013b25dd8723b16917b?pvs=21), 5 (https://www.notion.so/5-16225822504180d88c1bcea8bed5d9cd?pvs=21), 6 (https://www.notion.so/6-16225822504180a7bf69e53604a84ade?pvs=21), 7 (https://www.notion.so/7-16225822504180cf8acbfb9444157df5?pvs=21), 8 (https://www.notion.so/8-162258225041805aa28decab63e6aee0?pvs=21), 9 (https://www.notion.so/9-16225822504180538aa5f26aa829edb2?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,1000,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),9,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Games,Casino,37,53,85,https://placar.com.br/apostas/cassinos-online/jogos/
Novas casas de apostas,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-162258225041813c99f6e3445a2c6f33?pvs=21), 2 (https://www.notion.so/2-162258225041818cb269c27fd608193d?pvs=21), 3 (https://www.notion.so/3-16225822504181c3a2e0f9a66fed81d6?pvs=21), 4 (https://www.notion.so/4-16225822504181c7b5fdc0fd87ef7fd8?pvs=21), 5 (https://www.notion.so/5-16225822504181ecb20ac7f89708c27c?pvs=21), 6 (https://www.notion.so/6-16225822504181e19ca5d48e39808430?pvs=21), 7 (https://www.notion.so/7-16225822504181ee8a59dfa3aa08f416?pvs=21), 8 (https://www.notion.so/8-1622582250418166a02ed3942069095c?pvs=21), 9 (https://www.notion.so/9-16225822504181b49286c6ad2c7a02b1?pvs=21), 10 (https://www.notion.so/10-162258225041810c9ba8c938cff10910?pvs=21)",400,300,100,0,0,0,0,0,0,0,0,400,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),2,,Sports betting,461,117,"1,012",https://placar.com.br/apostas/casas/novas/
Sites de apostas para iniciantes,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504181679f22fb4e38f593d0?pvs=21), 2 (https://www.notion.so/2-162258225041811e8a3de4a41377360d?pvs=21), 3 (https://www.notion.so/3-162258225041813eb310f6237d91fd7f?pvs=21), 4 (https://www.notion.so/4-1622582250418196ac58e5ba2767fbfd?pvs=21), 5 (https://www.notion.so/5-1622582250418184997cf3731977c9f3?pvs=21), 6 (https://www.notion.so/6-162258225041813fb450c18e4120e4a5?pvs=21), 7 (https://www.notion.so/7-16225822504181bfa782ef7f178ad9da?pvs=21), 8 (https://www.notion.so/8-16225822504181faabe5e20d171dc801?pvs=21), 9 (https://www.notion.so/9-162258225041813caabcd519e392c6d8?pvs=21), 10 (https://www.notion.so/10-1622582250418105b466fb34cb228979?pvs=21), 11 (https://www.notion.so/11-1a425822504180319d36e1764a87fc3f?pvs=21), 12 (https://www.notion.so/12-1a425822504180368eddd827da695835?pvs=21), 13 (https://www.notion.so/13-1a4258225041804eba20c9623a659bf1?pvs=21), 14 (https://www.notion.so/14-1a425822504180619314d8b0f4138d93?pvs=21), 15 (https://www.notion.so/15-1a425822504180289c8fe2a86a8b4cd4?pvs=21)",300,200,0,0,0,0,0,0,0,0,0,750,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),15,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),1,,Sports betting,603,16,"1,877",https://placar.com.br/apostas/sites/
Apps de apostas,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504181f599d5f85fb38a2ca1?pvs=21), 2 (https://www.notion.so/2-16225822504181edb21ae3d10a707cad?pvs=21), 3 (https://www.notion.so/3-162258225041813e8d48cf38934a6994?pvs=21), 4 (https://www.notion.so/4-162258225041818da186c43ad9a54488?pvs=21), 5 (https://www.notion.so/5-162258225041812eb679fce3b665772b?pvs=21)",1000,2000,2000,0,0,0,0,0,0,0,0,1600,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Premier League Brasil (https://www.notion.so/Premier-League-Brasil-2d27526bb3ef413a8184be93fc98f6ec?pvs=21),2,Apps,Sports betting,,,,https://premierleaguebrasil.com.br/app-de-apostas/
